index,created at,text,sentiment,subjectivity,class
101,Sun Apr 29 04:47:22 +0000 2018,b'@Khairykj yg ni betul ke tak https://t.co/eV4FrC3KS8',0,0,0
101,Sun Apr 29 04:47:41 +0000 2018,"b'RT @tapaimalaya: All we want is a Malaysian government, not a Malay government sprinkled with spices and soy sauce, so you can fuck off and'",-0.4,0.6,0
101,Sun Apr 29 04:47:49 +0000 2018,"b'Thus far, about RM 40 billion has been allocated from 2008 to 2018 to support non-Islamic places of worships. \n\nA v https://t.co/NnnPblKCor'",0.1,1,1
101,Sun Apr 29 04:47:54 +0000 2018,b'RT @TheRakyatRasmi: Pembangkang licik lari ke tempat selamat - PM Najib - https://t.co/3kVm36ioIK #therakyat',0,0,1
101,Sun Apr 29 04:48:08 +0000 2018,"b'RT @hanimomo: Too far-fetch to expect Umno to push Najib out of the party after GE, but watch out when Zahid is sidelined, H20 and SSK get'",0,0,1
101,Sun Apr 29 04:48:14 +0000 2018,b'RT @amirulruslan: Bloomberg Businessweeks Najib cover is a masterpiece of layout design journalism. https://t.co/4U3zR5VVHp',0,0,0
101,Sun Apr 29 04:48:18 +0000 2018,"b'RT @Abam_Win: Najib Dicabar Cucu Tun Ghafar Baba, Pesara Tentera Dan Kontraktor Di Pekan\n#undinegaraku\n#GE14\n#PRU14\n#HebatkanNegaraku'",0,0,1
101,Sun Apr 29 04:48:40 +0000 2018,"b'RT @sabatinidzue: Suami ckp smlm masa Solat Jumaat\n\nHabis solat, Imam baca doa.\n\nDah elok bahasa Arab, tiba - tiba..\n\nYa Allah, bantulah D'",0,0,1
101,Sun Apr 29 04:48:40 +0000 2018,b'Orang kuat najib ni - makpah ',0,0,1
101,Sun Apr 29 04:48:41 +0000 2018,"b'RT @tapaimalaya: All we want is a Malaysian government, not a Malay government sprinkled with spices and soy sauce, so you can fuck off and'",-0.4,0.6,0
101,Sun Apr 29 04:48:49 +0000 2018,"b""RT @warabiyah: Pandikar will be speaker again if BN wins. And cabinet will be same old fat corrupted Najib's baruahs. I don't want that. So""",0.133333333,0.175,0
101,Sun Apr 29 04:49:07 +0000 2018,b'RT @TheRakyatRasmi: Pembangkang licik lari ke tempat selamat - PM Najib - https://t.co/3kVm36ioIK #therakyat',0,0,1
101,Sun Apr 29 04:49:10 +0000 2018,"b'Thus far, about RM 40 billion has been allocated from 2008 to 2018 to support non-Islamic places of worships. \n\nA v https://t.co/YGswGKzusA'",0.1,1,1
101,Sun Apr 29 04:49:26 +0000 2018,b'RT @Actor_Vivek: Wrong news! Some one replaced the photo. It was originally Dr.Tun.M pic only. I m not a politician. But just a fan of Dr.M',-0.083333333,0.883333333,0
101,Sun Apr 29 04:49:30 +0000 2018,b'RT @TheRakyatRasmi: Pembangkang licik lari ke tempat selamat - PM Najib - https://t.co/3kVm36ioIK #therakyat',0,0,1
101,Sun Apr 29 04:49:44 +0000 2018,b'RT @TheRakyatRasmi: Pembangkang licik lari ke tempat selamat - PM Najib - https://t.co/3kVm36ioIK #therakyat',0,0,1
101,Sun Apr 29 04:49:53 +0000 2018,"b'Thus far, about RM 40 billion has been allocated from 2008 to 2018 to support non-Islamic places of worships. \n\nA v https://t.co/0H4ItxiKiK'",0.1,1,1
101,Sun Apr 29 04:49:54 +0000 2018,b'RT @meorizzulhaqim: @shafiq_amin96 @nano_napy @faisalmohd77 @john_saing @chedetofficial Najib keluar BN bermakna dalam lokap lah beliau. Ha',0,0,0
101,Sun Apr 29 04:49:55 +0000 2018,b'RT @Fred9Fareed: Sebab tu PRU 14 ni kita kena tolak UMNO dan PAS. Satu parti mainkan isu sentimen perkauman. Satu parti lagi mainkan isu se',0,0,0
101,Sun Apr 29 04:50:03 +0000 2018,b'RT @Actor_Vivek: Wrong news! Some one replaced the photo. It was originally Dr.Tun.M pic only. I m not a politician. But just a fan of Dr.M',-0.083333333,0.883333333,0
101,Sun Apr 29 04:50:09 +0000 2018,b'RT @amirul_ashrafff: @TengkuRajaAlam1 @chedetofficial at least rakyat tak sakit waktu tun memerintah. najib? anak beranak kaya rakyat tak k',-0.3,0.4,0
101,Sun Apr 29 04:50:10 +0000 2018,b'RT @amirul_ashrafff: @TengkuRajaAlam1 @chedetofficial at least rakyat tak sakit waktu tun memerintah. najib? anak beranak kaya rakyat tak k',-0.3,0.4,0
101,Sun Apr 29 04:50:48 +0000 2018,"b'RT @yipsubri: Kalau Adnan still calon MB Pahang, aku doakan PH menang kat Pahang. Biar jadi macam Selangor. Macam-macam najib buat nak tari'",0,0,0
101,Sun Apr 29 04:50:52 +0000 2018,"b'HALLUCINATE AT YOUR OWN PERIL: GE14 TURNING INTO AN ANTI-CLIMAX, CLAIMS PRO-NAJIB BLOG https://t.co/YsLKI2EDrl'",0.6,1,1
101,Sun Apr 29 04:50:59 +0000 2018,b'RT @meorizzulhaqim: @shafiq_amin96 @nano_napy @faisalmohd77 @john_saing @chedetofficial Najib keluar BN bermakna dalam lokap lah beliau. Ha',0,0,0
101,Sun Apr 29 04:51:04 +0000 2018,b'Lemme rephrase your statement...PM Najib wasted no time to break EC law by announcing some cash handouts which is https://t.co/6zCSPITY7c',-0.2,0,0
101,Sun Apr 29 04:51:19 +0000 2018,"b'RT @shafiq_amin96: @nano_napy @faisalmohd77 @john_saing @chedetofficial okay kita bgi second chance,nanti najib keluar BN,dia mengaku dia s'",0.25,0.25,0
101,Sun Apr 29 04:51:25 +0000 2018,b'RT @meorizzulhaqim: @shafiq_amin96 @nano_napy @faisalmohd77 @john_saing @chedetofficial Najib keluar BN bermakna dalam lokap lah beliau. Ha',0,0,0
101,Sun Apr 29 04:51:32 +0000 2018,b'RT @yindian5: Lemme rephrase your statement...PM Najib wasted no time to break EC law by announcing some cash handouts which is tantamount',-0.2,0,0
101,Sun Apr 29 04:51:40 +0000 2018,b'RT @TheRakyatRasmi: Pembangkang licik lari ke tempat selamat - PM Najib - https://t.co/3kVm36ioIK #therakyat',0,0,1
101,Sun Apr 29 04:51:49 +0000 2018,b'RT @amirul_ashrafff: @TengkuRajaAlam1 @chedetofficial at least rakyat tak sakit waktu tun memerintah. najib? anak beranak kaya rakyat tak k',-0.3,0.4,0
101,Sun Apr 29 04:52:20 +0000 2018,b'RT @TheRakyatRasmi: Pembangkang licik lari ke tempat selamat - PM Najib - https://t.co/3kVm36ioIK #therakyat',0,0,1
101,Sun Apr 29 04:52:33 +0000 2018,"b'RT @tapaimalaya: All we want is a Malaysian government, not a Malay government sprinkled with spices and soy sauce, so you can fuck off and'",-0.4,0.6,0
101,Sun Apr 29 04:52:47 +0000 2018,b'RT @Fred9Fareed: Sebab tu PRU 14 ni kita kena tolak UMNO dan PAS. Satu parti mainkan isu sentimen perkauman. Satu parti lagi mainkan isu se',0,0,0
101,Sun Apr 29 04:52:57 +0000 2018,b'RT @chedetofficial: Najib kata saya tak buat apa-apa pembangunan semasa saya jadi PM ? \n\nSaya setuju dengan dia.\n\nIni jawapan saya. https:/',0,0,0
101,Sun Apr 29 04:53:15 +0000 2018,"b""RT @khalidkarim: I want PH to win cos;\n1)Only way to get to the bottom of the 1MDB story.\n2)Review of Najib's megaprojects can give us bett""",0.8,0.4,0
101,Sun Apr 29 04:53:16 +0000 2018,b'RT @amirulruslan: Bloomberg Businessweeks Najib cover is a masterpiece of layout design journalism. https://t.co/4U3zR5VVHp',0,0,0
101,Sun Apr 29 04:53:16 +0000 2018,b'Democratisation of education provides education access to people: Najib https://t.co/qh3woFW7ht https://t.co/acQJMJ35dR',0,0,1
101,Sun Apr 29 04:53:23 +0000 2018,b'RT @napiez: Im gonna put my expectations low. BN to lose enough seats for UMNO to push Najib out. BN to win Ktan but lose Johor.',0.266666667,0.4,0
101,Sun Apr 29 04:53:39 +0000 2018,"b'RT @sabatinidzue: Suami ckp smlm masa Solat Jumaat\n\nHabis solat, Imam baca doa.\n\nDah elok bahasa Arab, tiba - tiba..\n\nYa Allah, bantulah D'",0,0,1
101,Sun Apr 29 04:53:49 +0000 2018,"b""RT @khalidkarim: I want PH to win cos;\n1)Only way to get to the bottom of the 1MDB story.\n2)Review of Najib's megaprojects can give us bett""",0.8,0.4,0
101,Sun Apr 29 04:53:49 +0000 2018,b'Jenis aku kalau Mahathir tak baik untuk this 5 years tukar la najib balik. Sebab depa akan try hard untuk memuaskan https://t.co/xudVIyhqAh',-0.291666667,0.541666667,0
101,Sun Apr 29 04:54:15 +0000 2018,b'RT @TheRakyatRasmi: Pembangkang licik lari ke tempat selamat - PM Najib - https://t.co/3kVm36ioIK #therakyat',0,0,1
101,Sun Apr 29 04:54:26 +0000 2018,"b'RT @syahredzan: Untuk PRU ini, walau parti manapun yang anda sokong, jika anda mahu lihat kerajaan baru, anda kena undi calon PH.\n\nSbg seor'",0,0,0
101,Sun Apr 29 04:54:27 +0000 2018,b'RT @TheRakyatRasmi: Pembangkang licik lari ke tempat selamat - PM Najib - https://t.co/3kVm36ioIK #therakyat',0,0,1
101,Sun Apr 29 04:54:30 +0000 2018,b'RT @chedetofficial: Najib kata saya tak buat apa-apa pembangunan semasa saya jadi PM ? \n\nSaya setuju dengan dia.\n\nIni jawapan saya. https:/',0,0,0
101,Sun Apr 29 04:54:45 +0000 2018,b'RT @chedetofficial: Najib kata saya tak buat apa-apa pembangunan semasa saya jadi PM ? \n\nSaya setuju dengan dia.\n\nIni jawapan saya. https:/',0,0,0
101,Sun Apr 29 04:54:48 +0000 2018,b'RT @TheRakyatRasmi: Pembangkang licik lari ke tempat selamat - PM Najib - https://t.co/3kVm36ioIK #therakyat',0,0,1
101,Sun Apr 29 04:55:08 +0000 2018,"b""RT @limlipeng: It's official, I'm the parliamentary candidate for Kepong and need your votes to change the Najib's regime! #KitaMestiMenang""",0,0,0
101,Sun Apr 29 04:55:14 +0000 2018,b'RT @bongkersz: Yang penting Najib bangga.\n\nhttps://t.co/H3x3CdheNY',0,0,1
101,Sun Apr 29 04:55:17 +0000 2018,b'RT @deankadeer: @jebat_derhakar aku tanggung hutang yg mahathir buat dah 20 tahun.Byr tol dah 30 tahun.Najib tu anak murid Mahathir.Kau ing',0,0,1
101,Sun Apr 29 04:55:32 +0000 2018,b'RT @Rah61mad: RT @sweetcakceebo: Media Luar Negara melaporkan Najib Razak sebagai Menteri Kewangan TERBAIK ASIA.. https://t.co/GsVghjoMKw',0,0,1
101,Sun Apr 29 04:55:32 +0000 2018,b'RT @amirul_ashrafff: @TengkuRajaAlam1 @chedetofficial at least rakyat tak sakit waktu tun memerintah. najib? anak beranak kaya rakyat tak k',-0.3,0.4,0
101,Sun Apr 29 04:55:43 +0000 2018,b'PRU14: Sering tukar kawasan pembangkang takikhlas-Najib https://t.co/OkrDbbqbI8 https://t.co/j0P2oK58sT',0,0,1
101,Sun Apr 29 04:55:50 +0000 2018,b'RT @Fred9Fareed: Sebab tu PRU 14 ni kita kena tolak UMNO dan PAS. Satu parti mainkan isu sentimen perkauman. Satu parti lagi mainkan isu se',0,0,0
101,Sun Apr 29 04:55:55 +0000 2018,b'RT @bongkersz: Yang penting Najib bangga.\n\nhttps://t.co/H3x3CdheNY',0,0,1
101,Sun Apr 29 04:56:24 +0000 2018,"b'RT @TheDukeofKL: Sejarah Hitam YB Khairy Jamaluddin Yang Tidak Diketahui Ramai\n\n1. Selepas kekalahan teruk BN dlm PRU12 pd 2008, berlaku de'",0,0,0
101,Sun Apr 29 04:56:27 +0000 2018,b'@malaysiakini But I think NAJIB is the best of the best...',1,0.3,1
101,Sun Apr 29 04:56:28 +0000 2018,b'Gelak penyangak  dan penipu https://t.co/uwvbKd9rY1',0,0,0
101,Sun Apr 29 04:57:04 +0000 2018,"b'Wait a minute, tian chua was dq because he used to have a case at court which was settled and najibs name is in in https://t.co/U0urGgLvKR'",0,0,0
101,Sun Apr 29 04:57:11 +0000 2018,b'RT @theSundaily: Democratisation of education provides education access to people: Najib https://t.co/qh3woFW7ht https://t.co/acQJMJ35dR',0,0,1
101,Sun Apr 29 04:57:25 +0000 2018,b'RT @bongkersz: Yang penting Najib bangga.\n\nhttps://t.co/H3x3CdheNY',0,0,1
101,Sun Apr 29 04:57:34 +0000 2018,"b'Retweeted Mohd Najib Tun Razak (@NajibRazak):\n\nSejak pembubaran Parlimen &amp; pelancaran #ManifestoBN, saya telah menj https://t.co/3ZGos4xcaH'",0,0,1
101,Sun Apr 29 04:57:43 +0000 2018,b'Retweeted Mohd Najib Tun Razak (@NajibRazak):\n\nSaya kongsi video sekitar penamaan calon bagi P.085 Pekan semalam. A https://t.co/nh4F8CTaX3',0,0,1
101,Sun Apr 29 04:57:52 +0000 2018,b'RT @AriffNizam: Sebarkan ini. \n\nUndi Wee Ka Siong = UNDI NAJIB &amp; ROSMAH. \n\nPangkah KEADILAN. #BinaHarapan https://t.co/VX9tUukMAl',0,0,0
101,Sun Apr 29 04:57:55 +0000 2018,"b'Retweeted Mohd Najib Tun Razak (@NajibRazak):\n\nDulu dia kutuk Anwar Ibrahim dahsyat dahsyat, saya nak sebut pun tak https://t.co/RXgszVp2A0'",0,0,1
101,Sun Apr 29 04:58:00 +0000 2018,"b'RT @faiizmdnoor: @mirchigo_ @ABGKYO Betapa teruknya najib sampai dia sanggup jilat balik ludah dia, see that way bro, how hard pemerintahan'",-0.291666667,0.541666667,0
101,Sun Apr 29 04:58:06 +0000 2018,b'@SinghamIyer U meant still u believe that najib romba nallavu',0,0,0
101,Sun Apr 29 04:58:08 +0000 2018,b'Retweeted Mohd Najib Tun Razak (@NajibRazak):\n\nSaya singgah buat lawatan mengejut ke bilik gerakan PDM Pasir Panjan https://t.co/mvpl3tyJfk',0,0,1
101,Sun Apr 29 04:58:09 +0000 2018,b'RT @paulakahumbu: Pls join me in thanking CS Najib Balala @tunajibu 4 taking  swift &amp; public action on illegal development in #HellsGate it',-0.133333333,0.222222222,1
101,Sun Apr 29 04:58:20 +0000 2018,"b'Retweeted Mohd Najib Tun Razak (@NajibRazak):\n\nSekian lama Kit Siang kata kalau mereka berkuasa, mereka akan hadapk https://t.co/h4BjxP3TfU'",0,0,0
101,Sun Apr 29 04:58:26 +0000 2018,b'RT @bongkersz: Yang penting Najib bangga.\n\nhttps://t.co/H3x3CdheNY',0,0,1
101,Sun Apr 29 04:58:33 +0000 2018,"b""Billboard with Najib's face all over Malaysia. Did people ever question how did BN paid for all of this. Big supple https://t.co/xHDhkxI1Yo""",0,0.1,0
101,Sun Apr 29 04:58:33 +0000 2018,"b'Retweeted Mohd Najib Tun Razak (@NajibRazak):\n\nTinjau operasi bilik gerakan DUN Bebar dan Peramu Jaya tadi, saya te https://t.co/s2csdapCeI'",0,0,1
101,Sun Apr 29 04:58:40 +0000 2018,b'RT @TheRakyatRasmi: Pembangkang licik lari ke tempat selamat - PM Najib - https://t.co/3kVm36ioIK #therakyat',0,0,1
101,Sun Apr 29 04:58:52 +0000 2018,b'Retweeted Mohd Najib Tun Razak (@NajibRazak):\n\nPembangkang tak utamakan perkhidmatan kepada rakyat bila pilih calon https://t.co/V1ttMag8nn',0,0,1
101,Sun Apr 29 04:58:55 +0000 2018,b'RT @bongkersz: Yang penting Najib bangga.\n\nhttps://t.co/H3x3CdheNY',0,0,1
101,Sun Apr 29 04:59:05 +0000 2018,"b""RT @sarawak_report: Leaked KPMG report shows Najib ignored serious warnings when he pushed through FELDA's purchase of his pal's plantation""",-0.333333333,0.666666667,0
101,Sun Apr 29 04:59:06 +0000 2018,"b'Retweeted Mohd Najib Tun Razak (@NajibRazak):\n\nRM200 sebulan selama 3 bulan, prihatinnya Kerajaan Barisan Nasional https://t.co/2ETcQvibkI'",0,0,1
101,Sun Apr 29 04:59:24 +0000 2018,"b'RT @yipsubri: Kalau Adnan still calon MB Pahang, aku doakan PH menang kat Pahang. Biar jadi macam Selangor. Macam-macam najib buat nak tari'",0,0,0
101,Sun Apr 29 04:59:25 +0000 2018,"b'Retweeted Mohd Najib Tun Razak (@NajibRazak):\n\nTerima kasih kpd anggota-anggota Polis, Rela dan semua pegawai bertu https://t.co/wVsPQ1c5WE'",0,0,1
101,Sun Apr 29 04:59:48 +0000 2018,"b'RT @sabatinidzue: Suami ckp smlm masa Solat Jumaat\n\nHabis solat, Imam baca doa.\n\nDah elok bahasa Arab, tiba - tiba..\n\nYa Allah, bantulah D'",0,0,1
101,Sun Apr 29 04:59:48 +0000 2018,b'RT @TheRakyatRasmi: Pembangkang licik lari ke tempat selamat - PM Najib - https://t.co/3kVm36ioIK #therakyat',0,0,1
101,Sun Apr 29 05:00:13 +0000 2018,"b'IF #BN WINS, #NAJIB WILL SELL #LANGKAWI TO PAY DEBTS, SAYS DR #MAHATHIR\n\nRead the full story on #MalaysiaDecides: https://t.co/CxzvmHmkVK'",0.325,0.375,0
101,Sun Apr 29 05:00:24 +0000 2018,b'RT @amirulruslan: Bloomberg Businessweeks Najib cover is a masterpiece of layout design journalism. https://t.co/4U3zR5VVHp',0,0,0
101,Sun Apr 29 05:00:28 +0000 2018,"b'RT @sabatinidzue: Suami ckp smlm masa Solat Jumaat\n\nHabis solat, Imam baca doa.\n\nDah elok bahasa Arab, tiba - tiba..\n\nYa Allah, bantulah D'",0,0,1
101,Sun Apr 29 05:00:29 +0000 2018,"b'RT @msiadecides: IF #BN WINS, #NAJIB WILL SELL #LANGKAWI TO PAY DEBTS, SAYS DR #MAHATHIR\n\nRead the full story on #MalaysiaDecides: https://'",0.325,0.375,0
101,Sun Apr 29 05:00:30 +0000 2018,b'RT @TheRakyatRasmi: Pembangkang licik lari ke tempat selamat - PM Najib - https://t.co/3kVm36ioIK #therakyat',0,0,1
101,Sun Apr 29 05:00:35 +0000 2018,"b""you zhangjing did more for malaysia than najib razak don't @ me""",0.5,0.5,0
101,Sun Apr 29 05:00:49 +0000 2018,"b'RT @Abam_Win: #undinegaraku Drama minta simpati. Kedai roti lingkup la, ada orang sabotaj la. Pasal pesawat kena sabotaj tu, rupanya tayar'",0,0,0
101,Sun Apr 29 05:00:52 +0000 2018,"b'RT @Abam_Win: #undinegaraku Drama minta simpati. Kedai roti lingkup la, ada orang sabotaj la. Pasal pesawat kena sabotaj tu, rupanya tayar'",0,0,0
101,Sun Apr 29 05:00:57 +0000 2018,b'RT @amirulruslan: Bloomberg Businessweeks Najib cover is a masterpiece of layout design journalism. https://t.co/4U3zR5VVHp',0,0,0
101,Sun Apr 29 05:00:59 +0000 2018,"b""Saya setuju dengan Dato' Seri Najib, hebat sungguh negaraku.\n\n1. 1MDB: Skandal kewangangan terbesar dalam sejarah d https://t.co/1qZuEXiXC9""",0,0,0
101,Sun Apr 29 05:01:02 +0000 2018,"b""Saya setuju dengan Dato' Seri Najib, hebat sungguh negaraku.\n\n1. 1MDB: Skandal kewangangan terbesar dalam sejarah d https://t.co/KVc9O50AtZ""",0,0,0
101,Sun Apr 29 05:01:03 +0000 2018,"b'RT @Abam_Win: #undinegaraku Drama minta simpati. Kedai roti lingkup la, ada orang sabotaj la. Pasal pesawat kena sabotaj tu, rupanya tayar'",0,0,0
101,Sun Apr 29 05:01:07 +0000 2018,"b'RT @Abam_Win: #undinegaraku Drama minta simpati. Kedai roti lingkup la, ada orang sabotaj la. Pasal pesawat kena sabotaj tu, rupanya tayar'",0,0,0
101,Sun Apr 29 05:01:08 +0000 2018,"b""Saya setuju dengan Dato' Seri Najib, hebat sungguh negaraku.\n\n1. 1MDB: Skandal kewangangan terbesar dalam sejarah d https://t.co/14lgL20BwL""",0,0,0
101,Sun Apr 29 05:01:10 +0000 2018,"b""Saya setuju dengan Dato' Seri Najib, hebat sungguh negaraku.\n\n1. 1MDB: Skandal kewangangan terbesar dalam sejarah d https://t.co/BOTjhOD40l""",0,0,0
101,Sun Apr 29 05:01:13 +0000 2018,"b'RT @sabatinidzue: Suami ckp smlm masa Solat Jumaat\n\nHabis solat, Imam baca doa.\n\nDah elok bahasa Arab, tiba - tiba..\n\nYa Allah, bantulah D'",0,0,1
101,Sun Apr 29 05:01:17 +0000 2018,"b'RT @Abam_Win: #undinegaraku Drama minta simpati. Kedai roti lingkup la, ada orang sabotaj la. Pasal pesawat kena sabotaj tu, rupanya tayar'",0,0,0
101,Sun Apr 29 05:01:25 +0000 2018,b'RT @TheRakyatRasmi: Pembangkang licik lari ke tempat selamat - PM Najib - https://t.co/3kVm36ioIK #therakyat',0,0,1
101,Sun Apr 29 05:01:29 +0000 2018,"b""Saya setuju dengan Dato' Seri Najib, hebat sungguh negaraku.\n\n1. 1MDB: Skandal kewangangan terbesar dalam sejarah d https://t.co/iSk3BTFi2u""",0,0,0
101,Sun Apr 29 05:01:29 +0000 2018,"b""Saya setuju dengan Dato' Seri Najib, hebat sungguh negaraku.\n\n1. 1MDB: Skandal kewangangan terbesar dalam sejarah d https://t.co/qepSxfn0oS""",0,0,0
101,Sun Apr 29 05:01:37 +0000 2018,"b""RT @khalidkarim: I want PH to win cos;\n1)Only way to get to the bottom of the 1MDB story.\n2)Review of Najib's megaprojects can give us bett""",0.8,0.4,0
101,Sun Apr 29 05:01:39 +0000 2018,"b'RT @Abam_Win: #undinegaraku Drama minta simpati. Kedai roti lingkup la, ada orang sabotaj la. Pasal pesawat kena sabotaj tu, rupanya tayar'",0,0,0
101,Sun Apr 29 05:03:32 +0000 2018,b'RT @NaufalAntezem: Replace Najib with Tok Mat of Negeri Sembilan. Easy win for BN.',0.616666667,0.616666667,0
101,Sun Apr 29 05:05:13 +0000 2018,"b""RT @fuziah99: Saya setuju dengan Dato' Seri Najib, hebat sungguh negaraku.\n\n1. 1MDB: Skandal kewangangan terbesar dalam sejarah dunia\n2. Pe""",0,0,0
101,Sun Apr 29 05:05:13 +0000 2018,"b""RT @NajibRazak: Read YAB PM Najib Razak's interview with Bloomberg on Malaysia's relationship with China and the United States - Admin\n\nhtt""",0,0,1
101,Sun Apr 29 05:05:49 +0000 2018,"b'Perdana Menteri yang juga Calon BN Parlimen P085 Pekan, Datuk Seri Najib Razak bersama Isteri, Datin Seri Rosmah Ma https://t.co/1sMmBhDHSR'",0,0,1
101,Sun Apr 29 05:05:49 +0000 2018,b'Diharap macai2 Najib faham apa yang Tun M nyatakan @BetterNation3 @va_dig bangang @1rmfs kantoi @macai2 BN sekalian https://t.co/ZUQoUPfTr4',0,0,0
101,Sun Apr 29 05:05:50 +0000 2018,"b'Caretaker government promising cash handouts is a clear campaign VIOLATION, is it not? Or does UMNO dance to the tu https://t.co/bw3ZFsqJKn'",0.15,0.441666667,0
101,Sun Apr 29 05:05:50 +0000 2018,b'RT @meorizzulhaqim: @shafiq_amin96 @nano_napy @faisalmohd77 @john_saing @chedetofficial Najib keluar BN bermakna dalam lokap lah beliau. Ha',0,0,0
101,Sun Apr 29 05:05:59 +0000 2018,"b""RT @khalidkarim: I want PH to win cos;\n1)Only way to get to the bottom of the 1MDB story.\n2)Review of Najib's megaprojects can give us bett""",0.8,0.4,0
101,Sun Apr 29 05:06:03 +0000 2018,b'RT @chedetofficial: Najib kata saya tak buat apa-apa pembangunan semasa saya jadi PM ? \n\nSaya setuju dengan dia.\n\nIni jawapan saya. https:/',0,0,0
101,Sun Apr 29 05:06:17 +0000 2018,"b'@IsmailSabri60 Kalau YB nak terus kekal secara terhormat dlm pemerintahan akan dtg, pastikan semua @umnomalaysia https://t.co/qJxH7bKfBu'",0,0,1
101,Sun Apr 29 05:06:27 +0000 2018,"b'RT @bharianmy: Perdana Menteri yang juga calon BN Parlimen P.085 Pekan,  Datuk Seri Najib Razak penuh ceria tiba di Majlis Sambutan Hari gu'",0,0,1
101,Sun Apr 29 05:06:41 +0000 2018,b'Najib sedang sebok berkempen dan bercakap...\n\nPerlu di ingat....\n\nBila dia bercakap itu bermakna dia sedang menipu. https://t.co/wRPAnlscAY',0,0,0
101,Sun Apr 29 05:06:48 +0000 2018,"b'PM yang juga Calon BN Parlimen P085 Pekan, Datuk Seri Najib Razak bersama Isteri, Datin Seri Rosmah Mansor  hadir d https://t.co/x2LMlP10ir'",0,0,1
101,Sun Apr 29 05:06:51 +0000 2018,b'RT @amirulruslan: Bloomberg Businessweeks Najib cover is a masterpiece of layout design journalism. https://t.co/4U3zR5VVHp',0,0,0
101,Sun Apr 29 05:07:44 +0000 2018,b'Najib razak ni tak pernah mandi wajib lagi ke? Asal mcm tak cukup umur je dia ni em',0,0,0
101,Sun Apr 29 05:07:45 +0000 2018,b'Democratisation of education provides education access to people - Najib - https://t.co/K6oCUQXHy0 https://t.co/euHB9Un5re',0,0,1
101,Sun Apr 29 05:07:49 +0000 2018,"b'RT @syahredzan: Untuk PRU ini, walau parti manapun yang anda sokong, jika anda mahu lihat kerajaan baru, anda kena undi calon PH.\n\nSbg seor'",0,0,0
101,Sun Apr 29 05:08:01 +0000 2018,"b""RT @randommidageman: @MelGohCNA Seriously. Malaysians should be ashamed of Najib's behavior. It seems he thinks the only way for him to be""",-0.166666667,0.833333333,0
101,Sun Apr 29 05:08:05 +0000 2018,"b'RT @walski69: Caretaker government promising cash handouts is a clear campaign VIOLATION, is it not? Or does UMNO dance to the tune of thei'",0.15,0.441666667,0
101,Sun Apr 29 05:08:29 +0000 2018,b'RT @Actor_Vivek: Wrong news! Some one replaced the photo. It was originally Dr.Tun.M pic only. I m not a politician. But just a fan of Dr.M',-0.083333333,0.883333333,0
101,Sun Apr 29 05:08:30 +0000 2018,"b'Najib: Because of BN, quality education available to all https://t.co/rasc8MCC6I https://t.co/ryxBREkNew'",0.4,0.4,1
101,Sun Apr 29 05:08:41 +0000 2018,b'Violating campaign rules? Nyehnyehnyehnyehnyeh. You cannot catch me. https://t.co/rGKmxAdvdD',0,0,0
101,Sun Apr 29 05:08:43 +0000 2018,b'@khalidismath @_Vonherig03 @znazrE3n @Ibnuwaled Lol kami di selangor cukup bersyukur. Air free wifi free bas free b https://t.co/DMMmdv5I5Y',0.5,0.775,0
101,Sun Apr 29 05:09:07 +0000 2018,"b'RT @SumishaCNA: Chants of ""Reformasi"" as Pakatan &amp; Dr Mahathir supporters arrive at nomination centre. ""Reformasi"" means ""reformation"". But'",0,0,0
101,Sun Apr 29 05:09:52 +0000 2018,b'RT @bongkersz: Yang penting Najib bangga.\n\nhttps://t.co/H3x3CdheNY',0,0,1
101,Sun Apr 29 05:10:31 +0000 2018,b'RT @yindian5: Lemme rephrase your statement...PM Najib wasted no time to break EC law by announcing some cash handouts which is tantamount',-0.2,0,0
101,Sun Apr 29 05:10:37 +0000 2018,"b'RT @shafiq_amin96: @nano_napy @faisalmohd77 @john_saing @chedetofficial okay kita bgi second chance,nanti najib keluar BN,dia mengaku dia s'",0.25,0.25,0
101,Sun Apr 29 05:10:49 +0000 2018,"b'Unfortunately, quality education did not teach Najib not to steal from the nation. #wastededucation https://t.co/kmnNFO9XAB'",-0.5,1,0
101,Sun Apr 29 05:11:02 +0000 2018,b'RT @AriffNizam: Sebarkan ini. \n\nUndi Wee Ka Siong = UNDI NAJIB &amp; ROSMAH. \n\nPangkah KEADILAN. #BinaHarapan https://t.co/VX9tUukMAl',0,0,0
101,Sun Apr 29 05:11:10 +0000 2018,b'RT @TheRakyatRasmi: Pembangkang licik lari ke tempat selamat - PM Najib - https://t.co/3kVm36ioIK #therakyat',0,0,1
101,Sun Apr 29 05:11:15 +0000 2018,b'RT @kicap_manisnya: @__farahx @SyedSaddiq Cina tak boleh memerintah sbb dalam perlembagaan hanya melayu islam je boleh jadi perdana menteri',0,0,1
101,Sun Apr 29 05:11:37 +0000 2018,"b'RT @Abam_Win: #undinegaraku Drama minta simpati. Kedai roti lingkup la, ada orang sabotaj la. Pasal pesawat kena sabotaj tu, rupanya tayar'",0,0,0
101,Sun Apr 29 05:11:56 +0000 2018,b'@advmsymy Hmmm tak mampu dpt rm500 mcm melaka bagi kau. Ni pun Najib bagi rm300 huhu',0,0,0
